invoice,custID,prodID,salesDate,amt,qty,discounted
4793,17,89,12/13/2008,339,35,0
4794,16,23,5/11/2009,133,147,0
4794,16,5,5/11/2009,141,178,0
4795,16,81,5/11/2008,339,165,0
4795,16,3,5/11/2008,277,179,0
4796,16,93,5/11/2007,166,66,0
4797,16,57,5/11/2006,248,111,0
4797,16,33,5/11/2006,303,175,0
4798,38,79,7/24/2009,204,15,0
4799,23,87,3/10/2009,273,147,0
4799,23,52,3/10/2009,272,161,0
4800,18,50,9/11/2008,194,165,0
4801,33,15,1/17/2009,361,44,0
4802,22,101,2/27/2008,121,114,0
4802,22,26,2/27/2008,290,166,0
4803,8,93,12/23/2005,236,47,0
4803,8,79,12/23/2005,252,143,0
4804,16,3,3/16/2010,301,20,0
4805,27,98,8/9/2005,390,28,0
4806,4,35,11/27/2007,313,88,0
4807,4,40,11/27/2006,241,122,0
4808,4,4,11/27/2005,192,101,0
4809,22,58,2/27/2006,236,143,0
4809,22,76,2/27/2006,337,93,0
4809,22,7,2/27/2006,209,166,0
4810,33,73,1/17/2005,168,122,0
4810,33,27,1/17/2005,115,69,0
4810,33,51,1/17/2005,253,195,0
4810,33,97,1/17/2005,154,57,0
4811,8,59,12/23/2008,397,45,0
4812,8,74,7/12/2010,235,188,0
4813,7,39,2/7/2008,334,144,0
4813,7,56,2/7/2008,210,54,0
4814,7,31,2/7/2009,128,45,0
4815,35,44,11/19/2007,161,160,0
4816,35,84,11/19/2006,243,78,0
4817,25,13,6/10/2010,376,12,0
4818,37,82,9/19/2008,168,39,0
4818,37,79,9/19/2008,161,75,0
4818,37,35,9/19/2008,139,87,0
4819,18,90,4/9/2006,399,198,0
4820,7,9,2/7/2005,251,132,0
4820,7,80,2/7/2005,135,17,0
4821,7,85,2/7/2006,285,105,0
4822,7,72,2/7/2007,125,25,0
4822,7,49,2/7/2007,249,40,0
4823,1,16,7/30/2009,188,74,0
4824,1,81,7/30/2008,214,23,0
4824,1,11,7/30/2008,221,134,0
4825,32,45,10/16/2008,359,87,0
4825,32,31,10/16/2008,399,86,0
4826,38,54,7/27/2010,320,189,0
4827,32,90,10/16/2005,152,189,0
4828,32,79,10/16/2007,263,169,0
4829,1,43,7/30/2006,169,173,0
4830,6,102,3/28/2010,352,55,0
4831,10,46,3/29/2010,216,150,0
4831,10,23,3/29/2010,172,128,0
4832,15,76,3/20/2005,237,68,0
4832,15,9,3/20/2005,131,10,0
4833,23,99,10/5/2006,295,167,0
4834,9,85,9/17/2009,254,133,0
4834,9,39,9/17/2009,255,71,0
4834,9,13,9/17/2009,280,199,0
4835,15,78,9/27/2009,366,61,0
4836,26,20,9/14/2010,380,94,0
4837,25,40,7/24/2009,103,82,0
4838,15,38,9/27/2005,227,15,0
4839,25,64,7/24/2006,172,149,0
4840,15,13,9/27/2007,348,39,0
4840,15,16,9/27/2007,119,49,0
4841,15,69,9/27/2006,198,96,0
4842,9,85,9/17/2005,269,170,0
4843,9,50,9/17/2006,153,138,0
4843,9,63,9/17/2006,143,128,0
4844,9,7,9/17/2007,317,164,0
4844,9,5,9/17/2007,214,134,0
4845,20,26,1/21/2010,282,65,0
4845,20,76,1/21/2010,309,64,0
4846,1,81,3/15/2006,316,75,0
4846,1,105,3/15/2006,337,41,0
4847,30,45,6/15/2009,342,175,0
4847,30,79,6/15/2009,215,200,0
4847,30,21,6/15/2009,268,190,0
4848,1,64,3/15/2009,394,43,0
4848,1,80,3/15/2009,153,131,0
4849,4,90,11/16/2006,143,162,0
4850,35,93,1/2/2010,237,61,0
4850,35,85,1/2/2010,274,27,0
4850,35,2,1/2/2010,263,127,0
4850,35,63,1/2/2010,253,167,0
4851,38,40,5/2/2006,221,76,0
4852,38,97,5/2/2005,345,98,0
4852,38,31,5/2/2005,184,89,0
4852,38,98,5/2/2005,208,116,0
4853,28,81,2/15/2008,297,195,0
4853,28,20,2/15/2008,393,62,0
4853,28,17,2/15/2008,300,84,0
4854,28,100,2/15/2005,372,188,0
4854,28,65,2/15/2005,287,25,0
4854,28,95,2/15/2005,156,190,0
4855,38,93,5/2/2008,170,26,0
4856,12,38,12/24/2005,161,135,0
4857,1,102,2/8/2009,108,69,0
4858,1,32,2/8/2008,121,198,0
4859,15,90,3/9/2010,156,129,0
4859,15,44,3/9/2010,221,65,0
4860,8,70,1/4/2006,150,138,0
4860,8,33,1/4/2006,317,161,0
4861,8,73,1/4/2005,232,50,0
4861,8,52,1/4/2005,105,175,0
4861,8,105,1/4/2005,155,101,0
4861,8,56,1/4/2005,108,12,0
4862,8,35,1/4/2009,293,17,0
4863,4,64,3/29/2010,390,116,0
4863,4,32,3/29/2010,292,140,0
4864,1,8,2/8/2007,193,174,0
4865,2,36,6/22/2005,221,58,0
4866,2,4,6/22/2006,332,98,0
4867,2,81,6/22/2007,180,175,0
4868,2,70,6/22/2008,111,113,0
4869,3,104,2/23/2006,214,11,0
4869,3,89,2/23/2006,311,171,0
4869,3,20,2/23/2006,387,65,0
4870,3,89,2/23/2007,162,175,0
4871,35,51,7/29/2009,246,186,0
4872,35,94,7/29/2008,291,200,0
4872,35,57,7/29/2008,225,114,0
4873,25,51,8/21/2010,210,21,0
4874,8,74,4/5/2006,262,107,0
4875,35,16,7/29/2007,324,41,0
4875,35,3,7/29/2007,397,170,0
4876,35,17,7/29/2006,244,87,0
4876,35,80,7/29/2006,326,182,0
4877,33,69,7/24/2010,341,68,0
4878,40,74,8/10/2006,241,150,0
4879,25,23,2/8/2008,169,60,0
4879,25,88,2/8/2008,373,162,0
4880,27,89,7/4/2008,149,39,0
4881,25,33,2/8/2006,280,52,0
4882,27,16,7/4/2006,277,156,0
4882,27,102,7/4/2006,168,16,0
4883,27,67,7/4/2005,275,50,0
4883,27,77,7/4/2005,281,11,0
4884,7,103,4/11/2010,121,101,0
4885,10,92,5/3/2010,241,94,0
4886,23,55,7/7/2009,330,33,0
4887,18,18,1/30/2009,170,76,0
4888,23,29,7/7/2005,375,41,0
4889,23,75,7/7/2006,184,46,0
4890,23,11,5/12/2010,284,30,0
4891,39,92,4/7/2008,142,102,0
4891,39,100,4/7/2008,142,175,0
4892,39,61,4/7/2009,387,194,0
4893,36,10,7/2/2007,105,28,0
4893,36,14,7/2/2007,256,165,0
4894,36,67,7/2/2006,105,65,0
4894,36,27,7/2/2006,207,30,0
4895,4,14,12/2/2009,149,65,0
4896,17,95,8/13/2010,375,199,0
4896,17,14,8/13/2010,194,85,0
4897,15,81,12/28/2009,162,47,0
4897,15,6,12/28/2009,168,172,0
4898,8,16,9/25/2006,328,170,0
4899,15,95,4/23/2010,130,151,0
4899,15,51,4/23/2010,147,140,0
4899,15,67,4/23/2010,231,189,0
4900,8,45,10/26/2006,208,34,0
4900,8,3,10/26/2006,208,61,0
4900,8,50,10/26/2006,378,49,0
4901,20,39,6/27/2008,117,52,0
4901,20,82,6/27/2008,329,146,0
4901,20,80,6/27/2008,162,179,0
4901,20,46,6/27/2008,134,181,0
4902,26,28,10/4/2006,277,25,0
4903,26,11,10/4/2008,271,145,0
4903,26,59,10/4/2008,215,10,0
4903,26,105,10/4/2008,211,137,0
4904,13,5,8/28/2006,166,24,0
4904,13,69,8/28/2006,392,19,0
4905,20,46,6/27/2006,192,43,0
4905,20,88,6/27/2006,245,153,0
4906,20,68,6/27/2007,143,167,0
4906,20,20,6/27/2007,147,39,0
4907,8,30,10/26/2009,370,82,0
4907,8,59,10/26/2009,113,153,0
4908,35,61,9/7/2010,380,187,0
4909,38,65,5/5/2010,197,95,0
4909,38,84,5/5/2010,339,22,0
4909,38,87,5/5/2010,195,65,0
4910,40,79,2/16/2007,192,160,0
4910,40,59,2/16/2007,257,147,0
4911,40,7,2/16/2005,142,135,0
4911,40,39,2/16/2005,337,71,0
4911,40,44,2/16/2005,259,199,0
4911,40,89,2/16/2005,187,140,0
4912,15,69,8/29/2008,249,164,0
4912,15,13,8/29/2008,267,137,0
4912,15,96,8/29/2008,255,78,0
4913,38,79,8/31/2007,234,73,0
4913,38,42,8/31/2007,351,121,0
4914,15,59,8/29/2005,206,168,0
4915,38,54,8/31/2008,206,99,0
4916,15,45,8/29/2007,157,185,0
4917,40,103,2/16/2009,134,111,0
4917,40,60,2/16/2009,172,187,0
4918,35,80,3/29/2007,251,172,0
4919,35,13,3/29/2005,112,92,0
4919,35,72,3/29/2005,212,51,0
4920,14,46,9/4/2010,162,199,0
4921,22,90,6/16/2007,267,47,0
4921,22,18,6/16/2007,390,70,0
4922,6,18,3/12/2005,372,163,0
4923,37,75,10/21/2010,207,200,0
4923,37,14,10/21/2010,384,22,0
4924,22,15,6/16/2009,222,10,0
4925,35,24,3/29/2008,260,142,0
4925,35,58,3/29/2008,319,71,0
4925,35,96,3/29/2008,324,179,0
4926,29,50,9/10/2005,367,24,0
4926,29,90,9/10/2005,372,21,0
4927,29,27,9/10/2006,287,23,0
4928,29,70,9/10/2007,240,155,0
4928,29,9,9/10/2007,371,66,0
4929,29,50,9/10/2008,107,171,0
4929,29,60,9/10/2008,391,72,0
4930,33,42,10/23/2010,192,96,0
4930,33,60,10/23/2010,266,58,0
4931,2,58,9/23/2006,341,20,0
4932,39,6,4/29/2007,117,149,0
4933,39,94,3/7/2008,117,66,0
4934,18,52,11/22/2005,325,115,0
4935,4,9,11/4/2009,214,143,0
4936,39,55,4/29/2009,130,111,0
4936,39,53,4/29/2009,363,105,0
4936,39,23,4/29/2009,373,104,0
4936,39,10,4/29/2009,151,31,0
4937,23,10,9/1/2010,310,188,0
4938,10,7,12/6/2005,326,175,0
4938,10,28,12/6/2005,298,90,0
4938,10,4,12/6/2005,216,163,0
4939,29,87,10/10/2007,293,142,0
4940,10,71,12/6/2006,266,40,0
4940,10,39,12/6/2006,353,184,0
4941,29,83,10/10/2008,343,123,0
4941,29,33,10/10/2008,330,116,0
4942,15,38,9/21/2008,322,54,0
4943,29,105,5/28/2009,150,53,0
4943,29,41,5/28/2009,135,182,0
4944,29,51,5/28/2008,393,184,0
4944,29,28,5/28/2008,126,94,0
4945,29,54,5/28/2007,322,180,0
4946,29,43,5/28/2006,211,63,0
4947,15,45,9/21/2007,242,99,0
4948,37,71,8/17/2005,392,200,0
4948,37,12,8/17/2005,358,25,0
4949,21,90,6/4/2008,147,102,0
4950,36,84,9/15/2006,295,99,0
4951,35,85,12/5/2007,358,198,0
4952,35,100,12/5/2006,218,184,0
4953,35,8,12/5/2005,147,164,0
4954,2,43,9/23/2009,285,98,0
4955,7,96,11/19/2009,122,104,0
4956,16,7,6/6/2010,129,159,0
4957,5,59,7/6/2007,309,70,0
4957,5,98,7/6/2007,327,98,0
4958,5,67,7/6/2008,334,72,0
4959,35,70,8/9/2010,239,54,0
4960,35,67,12/18/2009,352,14,0
4960,35,5,12/18/2009,194,90,0
4960,35,86,12/18/2009,244,57,0
4961,33,89,7/22/2007,298,95,0
4961,33,79,7/22/2007,173,70,0
4962,24,64,12/4/2006,218,99,0
4963,33,88,7/22/2005,118,21,0
4964,15,59,8/4/2008,283,130,0
4965,39,31,6/6/2006,346,194,0
4966,24,42,12/4/2009,261,39,0
4966,24,18,12/4/2009,351,101,0
4966,24,37,12/4/2009,116,178,0
4967,33,65,7/22/2008,280,73,0
4968,33,96,7/22/2009,392,81,0
4968,33,89,7/22/2009,367,108,0
4968,33,103,7/22/2009,207,123,0
4968,33,28,7/22/2009,142,169,0
4969,15,41,2/28/2010,358,103,0
4969,15,14,2/28/2010,382,71,0
4970,27,10,8/1/2008,267,171,0
4970,27,4,8/1/2008,340,48,0
4971,15,10,1/24/2010,277,161,0
4972,10,45,7/29/2006,300,183,0
4973,7,5,8/29/2007,389,139,0
4974,31,31,4/20/2010,136,85,0
4975,11,46,3/3/2009,129,144,0
4975,11,64,3/3/2009,354,147,0
4976,11,102,3/3/2008,375,107,0
4977,27,20,3/10/2010,187,102,0
4978,11,80,3/3/2005,328,160,0
4978,11,4,3/3/2005,193,40,0
4979,11,81,3/3/2007,259,196,0
4980,24,65,12/14/2007,206,81,0
4981,35,18,8/14/2007,265,153,0
4982,9,45,9/3/2006,125,179,0
4983,35,72,8/14/2005,194,152,0
4983,35,12,8/14/2005,320,62,0
4983,35,1,8/14/2005,225,27,0
4984,36,20,1/9/2005,224,51,0
4985,36,9,1/9/2008,273,22,0
4985,36,104,1/9/2008,330,32,0
4985,36,19,1/9/2008,235,164,0
4986,36,60,1/9/2009,188,58,0
4986,36,6,1/9/2009,278,200,0
4986,36,69,1/9/2009,389,78,0
4987,17,57,6/2/2005,125,153,0
4988,24,58,12/14/2009,100,132,0
4988,24,53,12/14/2009,264,112,0
4989,24,105,12/14/2008,234,37,0
4990,10,16,12/25/2008,313,117,0
4990,10,66,12/25/2008,191,110,0
4991,11,92,3/29/2008,293,181,0
4992,11,55,3/29/2005,144,91,0
4993,35,76,6/14/2008,356,14,0
4994,10,14,12/25/2005,110,118,0
4995,10,90,12/25/2006,343,78,0
4996,12,105,3/30/2006,185,100,0
4996,12,43,3/30/2006,273,47,0
4997,21,3,10/20/2009,359,171,0
4997,21,62,10/20/2009,166,81,0
4998,12,17,3/30/2005,209,59,0
4998,12,47,3/30/2005,282,130,0
4998,12,99,3/30/2005,215,137,0
4999,3,4,10/4/2008,206,199,0
5000,17,10,11/10/2005,141,81,0
5001,17,104,11/10/2006,270,158,0
5002,17,24,11/10/2007,105,168,0
5003,21,69,10/20/2007,341,12,0
5003,21,3,10/20/2007,338,125,0
5004,21,17,10/20/2006,348,165,0
5004,21,99,10/20/2006,210,93,0
5005,15,87,7/14/2010,249,189,0
5005,15,14,7/14/2010,199,160,0
5006,12,41,3/30/2009,368,18,0
5007,16,101,11/10/2008,381,146,0
5008,11,96,5/21/2010,142,18,0
5008,11,74,5/21/2010,207,44,0
5009,35,30,5/7/2008,298,154,0
5010,33,60,5/7/2010,344,12,0
5011,40,68,9/7/2010,112,47,0
5011,40,28,9/7/2010,174,138,0
5012,18,44,11/6/2008,389,84,0
5012,18,22,11/6/2008,283,75,0
5013,39,22,10/31/2009,103,175,0
5013,39,43,10/31/2009,235,158,0
5013,39,11,10/31/2009,370,170,0
5014,18,61,11/6/2005,187,146,0
5015,35,56,2/8/2009,242,78,0
5015,35,3,2/8/2009,271,13,0
5016,39,9,10/31/2007,374,185,0
5016,39,15,10/31/2007,234,22,0
5016,39,20,10/31/2007,178,129,0
5017,5,38,9/5/2008,371,33,0
5018,10,91,7/12/2010,315,26,0
5019,29,25,11/24/2005,125,44,0
5019,29,68,11/24/2005,394,48,0
5020,29,73,11/24/2006,365,190,0
5020,29,103,11/24/2006,311,71,0
5021,29,72,11/24/2008,324,79,0
5022,29,90,11/24/2009,121,137,0
5022,29,66,11/24/2009,280,181,0
5022,29,12,11/24/2009,220,175,0
5023,12,69,1/11/2010,194,52,0
5023,12,42,1/11/2010,287,79,0
5023,12,49,1/11/2010,278,136,0
5024,8,105,10/6/2007,386,127,0
5025,2,95,3/25/2006,288,37,0
5025,2,46,3/25/2006,103,17,0
5026,29,72,2/18/2006,300,26,0
5027,2,15,3/25/2008,323,133,0
5028,2,98,3/25/2009,341,85,0
5029,3,45,7/19/2007,319,44,0
5029,3,6,7/19/2007,255,70,0
5030,18,13,3/25/2006,181,51,0
5031,29,84,3/1/2005,249,186,0
5032,22,59,1/20/2005,302,145,0
5032,22,64,1/20/2005,365,51,0
5033,38,45,9/8/2010,285,74,0
5034,14,69,5/24/2009,161,163,0
5035,27,49,7/6/2010,173,170,0
5035,27,102,7/6/2010,249,42,0
5036,8,17,7/25/2006,327,175,0
5037,8,20,7/25/2007,343,181,0
5037,8,26,7/25/2007,248,85,0
5037,8,8,7/25/2007,350,87,0
5038,35,99,8/21/2008,180,100,0
5039,8,9,7/25/2005,180,200,0
5040,8,100,7/25/2009,223,192,0
5040,8,105,7/25/2009,203,10,0
5041,31,60,8/13/2006,134,101,0
5042,8,15,4/12/2009,388,23,0
5042,8,71,4/12/2009,389,109,0
5043,35,44,11/24/2008,133,59,0
5044,22,90,3/24/2010,221,39,0
5044,22,33,3/24/2010,287,88,0
5045,8,104,4/12/2005,258,131,0
5046,8,85,4/12/2007,400,83,0
5047,8,29,4/12/2006,349,200,0
5048,2,89,11/8/2005,241,16,0
5049,34,2,1/28/2009,146,44,0
5050,2,9,11/8/2007,328,171,0
5051,31,74,5/1/2007,212,35,0
5051,31,78,5/1/2007,366,142,0
5052,31,87,5/1/2006,191,110,0
5053,38,84,9/2/2008,189,21,0
5053,38,64,9/2/2008,270,17,0
5054,29,50,7/22/2005,388,35,0
5055,2,60,11/8/2008,145,190,0
5055,2,66,11/8/2008,157,192,0
5056,34,13,1/28/2006,171,34,0
5056,34,22,1/28/2006,396,157,0
5057,34,48,1/28/2005,261,122,0
5057,34,101,1/28/2005,196,165,0
5058,13,59,8/27/2005,308,113,0
5059,13,82,8/27/2006,190,45,0
5060,27,10,2/2/2009,130,146,0
5061,13,6,8/27/2008,110,171,0
5062,13,52,8/27/2009,171,103,0
5062,13,7,8/27/2009,186,173,0
5062,13,41,8/27/2009,265,181,0
5063,7,20,8/24/2010,346,162,0
5063,7,82,8/24/2010,313,104,0
5064,33,35,1/16/2008,196,175,0
5064,33,10,1/16/2008,217,178,0
5065,3,89,12/14/2007,241,97,0
5065,3,42,12/14/2007,386,48,0
5066,3,79,12/14/2006,138,198,0
5067,33,84,1/16/2005,393,150,0
5068,17,92,2/2/2008,400,39,0
5069,40,29,4/3/2008,267,76,0
5070,40,47,4/3/2009,182,21,0
5070,40,77,4/3/2009,373,146,0
5071,28,15,12/11/2006,216,96,0
5072,20,71,10/29/2010,295,90,0
5072,20,101,10/29/2010,400,86,0
5073,40,21,12/11/2005,325,41,0
5074,32,85,5/29/2008,275,131,0
5075,11,102,7/4/2006,321,24,0
5076,18,10,11/9/2009,329,100,0
5076,18,13,11/9/2009,126,119,0
5076,18,86,11/9/2009,255,100,0
5077,18,102,11/9/2008,222,136,0
5077,18,48,11/9/2008,145,124,0
5078,6,87,1/19/2010,240,169,0
5079,12,23,3/24/2008,127,43,0
5080,18,23,11/9/2007,321,101,0
5080,18,17,11/9/2007,103,86,0
5081,18,101,11/9/2006,340,111,0
5081,18,90,11/9/2006,339,152,0
5082,9,92,7/10/2010,291,73,0
5083,32,3,5/29/2007,357,176,0
5084,18,92,5/4/2007,184,33,0
5084,18,26,5/4/2007,155,53,0
5085,18,27,5/4/2005,139,78,0
5086,8,97,3/9/2010,304,108,0
5087,8,90,10/13/2009,315,72,0
5088,11,101,4/5/2010,185,49,0
5089,30,21,9/22/2010,179,86,0
5089,30,73,9/22/2010,193,140,0
5089,30,86,9/22/2010,376,48,0
5090,27,53,2/12/2010,320,101,0
5090,27,83,2/12/2010,184,62,0
5090,27,51,2/12/2010,346,168,0
5091,30,105,11/27/2007,275,60,0
5091,30,16,11/27/2007,352,166,0
5091,30,2,11/27/2007,165,82,0
5092,30,8,11/27/2006,223,144,0
5092,30,10,11/27/2006,212,119,0
5093,17,54,3/26/2008,265,142,0
5093,17,3,3/26/2008,322,63,0
5094,17,94,3/26/2005,184,29,0
5095,17,41,3/26/2006,277,144,0
5095,17,35,3/26/2006,108,112,0
5096,17,24,3/26/2007,290,129,0
5097,30,35,11/27/2009,204,80,0
5097,30,58,11/27/2009,223,92,0
5098,30,26,11/27/2008,371,190,0
5098,30,88,11/27/2008,216,158,0
5098,30,74,11/27/2008,302,22,0
5098,30,2,11/27/2008,165,45,0
5099,5,92,1/1/2007,224,29,0
5100,34,21,12/11/2008,112,36,0
5101,10,45,12/15/2009,249,153,0
5102,3,22,2/26/2009,347,75,0
5103,14,5,8/23/2010,142,24,0
5104,10,99,7/17/2005,197,52,0
5105,10,76,7/17/2006,127,154,0
5106,40,2,9/1/2010,129,43,0
5106,40,60,9/1/2010,200,73,0
5106,40,42,9/1/2010,347,48,0
5107,10,29,7/17/2008,334,23,0
5108,11,81,7/6/2010,130,187,0
5109,25,100,10/15/2005,249,113,0
5110,13,49,5/26/2010,120,162,0
5110,13,5,5/26/2010,356,123,0
5111,29,52,10/31/2005,186,193,0
5112,1,33,9/28/2007,147,24,0
5113,7,24,8/27/2009,295,128,0
5114,7,30,8/27/2005,325,31,0
5114,7,100,8/27/2005,249,169,0
5115,7,95,8/27/2006,214,157,0
5115,7,23,8/27/2006,338,99,0
5115,7,16,8/27/2006,154,58,0
5116,34,38,4/5/2008,348,50,0
5117,29,52,10/31/2009,213,92,0
5117,29,78,10/31/2009,354,183,0
5117,29,35,10/31/2009,357,105,0
5118,22,47,9/6/2006,289,103,0
5119,40,64,11/27/2008,178,66,0
5119,40,30,11/27/2008,287,35,0
5119,40,79,11/27/2008,217,104,0
5120,40,94,11/27/2009,143,129,0
5121,7,81,5/10/2009,338,123,0
5122,2,64,4/9/2009,179,163,0
5122,2,68,4/9/2009,361,128,0
5123,5,75,4/26/2010,293,185,0
5124,25,45,1/14/2010,176,141,0
5125,37,15,8/21/2005,190,153,0
5126,21,46,10/5/2006,366,139,0
5127,32,52,6/7/2010,248,14,0
5127,32,9,6/7/2010,380,60,0
5127,32,55,6/7/2010,210,95,0
5127,32,47,6/7/2010,231,117,0
5128,32,78,5/30/2009,172,112,0
5128,32,25,5/30/2009,349,137,0
5129,18,91,8/12/2010,163,22,0
5130,3,104,2/26/2006,241,62,0
5131,25,8,12/13/2007,285,191,0
5132,25,69,12/13/2006,193,73,0
5132,25,51,12/13/2006,121,34,0
5132,25,29,12/13/2006,158,21,0
5132,25,39,12/13/2006,161,172,0
5133,37,96,7/2/2010,337,78,0
5134,40,67,1/4/2006,215,111,0
5135,40,34,1/4/2007,286,68,0
5135,40,37,1/4/2007,110,101,0
5136,40,5,1/4/2005,294,49,0
5137,12,48,8/10/2010,304,94,0
5138,25,39,12/13/2009,114,103,0
5139,25,54,12/13/2008,320,198,0
5140,38,69,11/24/2006,363,106,0
5140,38,38,11/24/2006,359,190,0
5141,38,89,11/24/2007,228,124,0
5141,38,58,11/24/2007,155,50,0
5142,40,41,6/2/2005,357,35,0
5143,40,92,6/2/2007,202,114,0
5144,40,89,6/2/2006,305,191,0
5144,40,62,6/2/2006,197,191,0
5145,22,101,9/6/2008,132,155,0
5145,22,22,9/6/2008,216,104,0
5145,22,59,9/6/2008,121,19,0
5146,13,17,4/27/2006,364,145,0
5146,13,35,4/27/2006,311,105,0
5146,13,87,4/27/2006,388,18,0
5147,38,48,11/24/2008,384,110,0
5147,38,36,11/24/2008,315,55,0
5148,31,41,3/4/2008,186,78,0
5148,31,99,3/4/2008,209,10,0
5149,17,71,10/14/2006,217,135,0
5150,17,85,10/14/2005,278,37,0
5150,17,55,10/14/2005,114,54,0
5151,36,63,11/15/2009,105,20,0
5152,27,31,2/14/2005,291,93,0
5153,3,83,1/16/2009,345,197,0
5153,3,66,1/16/2009,330,194,0
5153,3,58,1/16/2009,291,108,0
5154,3,86,1/16/2008,385,26,0
5154,3,89,1/16/2008,296,14,0
5155,3,16,1/16/2006,131,179,0
5156,3,84,1/16/2005,394,183,0
5157,4,5,10/1/2010,344,192,0
5158,24,2,4/6/2010,187,69,0
5159,17,57,10/14/2008,170,160,0
5159,17,4,10/14/2008,244,65,0
5159,17,82,10/14/2008,127,175,0
5160,16,44,3/12/2010,160,158,0
5160,16,62,3/12/2010,192,193,0
5160,16,73,3/12/2010,231,136,0
5161,28,3,1/18/2009,386,61,0
5161,28,93,1/18/2009,210,124,0
5161,28,1,1/18/2009,378,56,0
5162,28,80,1/18/2008,163,199,0
5163,27,87,11/3/2007,139,193,0
5164,22,96,3/1/2010,362,171,0
5165,28,78,1/18/2007,381,98,0
5166,5,76,6/27/2010,255,69,0
5167,14,7,5/31/2009,100,55,0
5168,14,5,5/31/2008,229,27,0
5169,14,105,5/31/2007,171,19,0
5169,14,48,5/31/2007,337,68,0
5169,14,19,5/31/2007,388,123,0
5170,27,30,6/12/2010,310,181,0
5170,27,66,6/12/2010,314,154,0
5171,21,98,6/25/2009,202,138,0
5172,21,43,6/25/2008,109,53,0
5172,21,33,6/25/2008,156,33,0
5173,21,104,6/25/2005,308,142,0
5174,21,96,6/25/2007,171,24,0
5174,21,55,6/25/2007,103,31,0
5175,21,36,6/25/2006,169,189,0
5176,11,2,12/12/2008,221,174,0
5177,4,74,6/29/2008,201,179,0
5178,18,93,10/28/2007,265,105,0
5179,18,79,10/28/2005,170,173,0
5180,36,103,3/29/2005,363,187,0
5180,36,36,3/29/2005,331,165,0
5181,24,92,4/3/2009,362,84,0
5181,24,85,4/3/2009,319,133,0
5182,36,69,3/29/2008,350,90,0
5183,27,58,9/30/2009,276,197,0
5183,27,78,9/30/2009,274,104,0
5183,27,42,9/30/2009,143,43,0
5183,27,46,9/30/2009,214,16,0
5184,7,96,1/7/2010,381,150,0
5185,38,77,8/13/2010,325,92,0
5186,22,54,5/15/2007,396,139,0
5187,27,66,9/30/2005,257,17,0
5188,27,92,9/30/2007,199,160,0
5189,32,47,12/23/2008,239,149,0
5189,32,72,12/23/2008,262,75,0
5190,32,53,12/23/2009,133,156,0
5190,32,43,12/23/2009,162,183,0
5190,32,20,12/23/2009,362,188,0
5191,24,77,12/23/2005,219,140,0
5192,32,29,12/23/2006,244,118,0
5193,32,67,12/23/2007,231,185,0
5194,32,31,12/23/2005,217,49,0
5195,40,29,12/26/2006,383,62,0
5195,40,68,12/26/2006,372,13,0
5196,7,100,8/25/2010,221,120,0
5196,7,31,8/25/2010,317,25,0
5197,40,58,12/26/2005,281,165,0
5197,40,93,12/26/2005,374,40,0
5198,11,13,12/1/2005,388,12,0
5199,11,95,12/1/2007,163,76,0
5199,11,19,12/1/2007,353,155,0
5200,5,92,12/12/2006,171,142,0
5201,5,15,12/12/2008,317,46,0
5202,30,33,7/15/2010,237,84,0
5203,40,102,12/26/2008,352,157,0
5203,40,75,12/26/2008,226,138,0
5204,40,76,12/26/2009,383,173,0
5205,2,65,3/11/2008,120,177,0
5206,21,52,4/28/2007,357,119,0
5207,32,75,3/22/2009,384,82,0
5208,20,44,8/11/2007,129,135,0
5209,20,78,8/11/2006,267,42,0
5209,20,16,8/11/2006,177,131,0
5209,20,43,8/11/2006,233,21,0
5209,20,104,8/11/2006,165,42,0
5210,20,6,8/11/2009,150,30,0
5210,20,45,8/11/2009,251,126,0
5210,20,70,8/11/2009,237,148,0
5211,20,32,8/11/2008,174,10,0
5212,32,67,3/22/2007,283,72,0
5213,2,77,3/11/2005,109,199,0
5214,9,81,12/7/2009,331,180,0
5215,23,8,2/17/2007,352,62,0
5216,20,3,5/28/2009,275,78,0
5217,25,104,10/16/2006,286,71,0
5217,25,45,10/16/2006,312,98,0
5218,25,18,3/22/2010,338,67,0
5219,25,44,10/16/2008,271,182,0
5220,25,87,10/16/2009,130,53,0
5220,25,26,10/16/2009,150,79,0
5220,25,47,10/16/2009,282,123,0
5221,38,85,12/25/2006,388,172,0
5221,38,1,12/25/2006,130,196,0
5221,38,64,12/25/2006,181,198,0
5222,26,34,9/15/2009,253,194,0
5222,26,62,9/15/2009,131,144,0
5223,38,22,12/25/2005,325,60,0
5223,38,76,12/25/2005,334,30,0
5224,2,82,6/30/2010,343,79,0
5225,26,17,9/15/2005,254,129,0
5225,26,96,9/15/2005,220,117,0
5225,26,58,9/15/2005,383,56,0
5226,26,57,9/15/2006,183,138,0
5227,26,9,9/15/2007,243,22,0
5228,16,24,4/20/2010,101,195,0
5228,16,96,4/20/2010,283,66,0
5229,32,74,9/7/2005,161,61,0
5229,32,102,9/7/2005,242,30,0
5230,32,41,9/7/2007,279,61,0
5230,32,31,9/7/2007,303,79,0
5231,32,17,9/7/2008,267,143,0
5231,32,98,9/7/2008,344,127,0
5231,32,42,9/7/2008,176,50,0
5231,32,63,9/7/2008,224,56,0
5232,32,93,9/7/2009,220,189,0
