invoiceID,custID,salesDate
3950,32,1/5/2007
3951,6,3/29/2010
3952,3,1/15/2006
3953,30,8/23/2010
3954,12,8/1/2006
3955,4,5/13/2007
3956,9,1/24/2006
3957,33,3/17/2010
3958,27,9/10/2011
3959,22,1/28/2011
3960,38,6/26/2005
3961,10,9/13/2008
3962,39,11/2/2009
3963,34,8/31/2008
3964,23,3/27/2010
3965,26,1/16/2007
3966,32,7/1/2008
3967,21,3/18/2005
3968,29,7/20/2005
3969,24,6/9/2010
3970,7,4/22/2008
3971,20,9/21/2011
3972,30,3/2/2010
3973,15,12/24/2009
3974,35,9/28/2005
3975,25,1/30/2008
3976,28,8/26/2008
3977,14,8/6/2009
3978,29,11/13/2007
3979,39,9/8/2005
3980,12,6/29/2011
3981,22,11/29/2009
3982,5,7/23/2007
3983,15,2/27/2010
3984,12,3/15/2008
3985,16,8/20/2011
3986,19,10/26/2007
3987,21,9/25/2011
3988,10,3/29/2010
3989,6,10/9/2007
3990,3,7/24/2010
3991,8,8/8/2010
3992,16,5/16/2005
3993,3,10/24/2008
3994,2,7/20/2009
3995,38,6/20/2006
3996,28,2/12/2006
3997,33,11/24/2006
3998,19,12/4/2007
3999,17,12/21/2007
4000,18,7/15/2011
4001,26,8/3/2007
4002,37,9/17/2005
4003,9,4/14/2008
4004,1,8/9/2007
4005,32,12/28/2005
4006,33,7/25/2010
4007,29,2/5/2005
4008,7,1/19/2005
4009,23,4/12/2006
4010,28,6/17/2011
4011,19,6/9/2007
4012,5,2/27/2005
4013,32,12/25/2010
4014,33,9/2/2011
4015,17,1/1/2008
4016,9,2/6/2008
4017,13,11/16/2006
4018,37,6/6/2007
4019,18,4/18/2011
4020,18,12/7/2005
4021,1,10/2/2010
4022,25,5/6/2007
4023,34,12/9/2005
4024,3,10/31/2008
4025,27,9/2/2005
4026,32,12/17/2008
4027,31,9/6/2006
4028,21,12/10/2007
4029,12,1/17/2006
4030,9,7/16/2005
4031,39,2/4/2006
4032,38,9/20/2010
4033,6,8/13/2007
4034,8,12/21/2008
4035,38,1/27/2010
4036,38,8/16/2008
4037,1,3/25/2011
4038,27,1/16/2006
4039,6,11/4/2007
4040,24,1/24/2005
4041,15,10/4/2007
4042,24,7/3/2009
4043,28,3/5/2008
4044,8,11/29/2010
4045,17,8/6/2009
4046,5,6/16/2010
4047,17,1/19/2011
4048,29,8/24/2011
4049,3,6/29/2008
4050,34,11/28/2009
4051,8,8/18/2007
4052,3,12/19/2008
4053,20,11/8/2008
4054,2,10/21/2006
4055,5,7/29/2010
4056,8,2/22/2006
4057,34,3/4/2011
4058,35,8/3/2008
4059,29,4/19/2005
4060,7,3/13/2007
4061,4,3/12/2011
4062,28,3/23/2008
4063,5,4/24/2006
4064,10,6/23/2005
4065,35,7/19/2010
4066,4,7/23/2009
4067,9,5/22/2010
4068,36,3/30/2007
4069,31,1/29/2011
4070,14,5/4/2011
4071,20,7/8/2009
4072,7,4/26/2005
4073,37,11/27/2008
4074,8,10/28/2010
4075,15,4/14/2006
4076,15,6/4/2005
4077,13,8/31/2010
4078,31,5/25/2006
4079,5,3/27/2008
4080,15,8/4/2010
4081,26,2/24/2008
4082,13,3/20/2007
4083,17,8/9/2011
4084,7,12/22/2010
4085,14,11/8/2005
4086,22,7/12/2008
4087,14,9/10/2006
4088,9,7/4/2006
4089,18,8/2/2007
4090,4,3/28/2011
4091,16,11/9/2009
4092,22,9/16/2005
4093,31,9/7/2008
4094,21,5/29/2005
4095,32,7/22/2006
4096,26,9/30/2010
4097,25,10/20/2011
4098,1,8/26/2009
4099,22,9/9/2008
4100,16,12/8/2006
4101,15,6/18/2008
4102,2,7/12/2011
4103,23,11/23/2006
4104,13,2/17/2007
4105,10,2/15/2011
4106,38,1/10/2005
4107,28,2/10/2010
4108,22,3/1/2011
4109,29,2/28/2011
4110,32,2/11/2008
4111,37,9/25/2006
4112,16,2/22/2010
4113,5,5/16/2006
4114,15,9/5/2009
4115,23,5/15/2005
4116,19,12/23/2005
4117,37,10/26/2007
4118,37,3/21/2011
4119,28,8/7/2007
4120,15,1/6/2006
4121,1,4/25/2010
4122,4,7/13/2007
4123,37,5/14/2010
4124,31,9/13/2006
4125,25,5/14/2008
4126,29,2/6/2009
4127,17,9/19/2006
4128,10,3/1/2007
4129,30,9/23/2011
4130,38,1/1/2006
4131,26,11/9/2007
4132,5,6/16/2010
4133,1,10/8/2006
4134,10,7/23/2007
4135,18,3/29/2007
4136,11,4/4/2006
4137,8,12/23/2006
4138,6,10/9/2009
4139,33,8/3/2005
4140,37,1/14/2005
4141,37,7/27/2006
4142,30,7/6/2006
4143,13,2/6/2011
4144,3,12/17/2010
4145,6,3/5/2011
4146,35,1/14/2006
4147,22,8/13/2009
4148,3,5/2/2008
4149,32,12/18/2006
4150,10,2/19/2010
4151,18,9/5/2005
4152,33,12/15/2009
4153,14,5/21/2005
4154,15,3/11/2010
4155,24,7/6/2008
4156,38,3/16/2008
4157,4,12/13/2005
4158,1,8/31/2011
4159,9,12/10/2008
4160,33,6/5/2008
4161,39,10/25/2008
4162,34,4/9/2007
4163,38,2/9/2005
4164,1,1/29/2011
4165,4,4/3/2008
4166,16,3/31/2008
4167,11,5/9/2010
4168,12,2/20/2005
4169,22,2/3/2007
4170,4,4/23/2007
4171,9,7/8/2006
4172,19,8/28/2006
4173,34,1/9/2010
4174,22,6/6/2006
4175,22,10/16/2006
4176,1,7/25/2006
4177,18,6/15/2008
4178,4,4/28/2007
4179,3,5/30/2006
4180,11,12/9/2008
4181,14,8/11/2008
4182,21,9/26/2010
4183,4,8/1/2005
4184,28,4/30/2007
4185,35,4/18/2007
4186,27,5/17/2007
4187,27,6/3/2011
4188,39,1/13/2007
4189,28,9/29/2005
4190,35,7/6/2008
4191,33,9/22/2010
4192,27,8/15/2008
4193,30,3/4/2007
4194,32,9/9/2010
4195,28,1/30/2010
4196,34,6/3/2006
4197,9,10/27/2006
4198,38,11/8/2008
4199,6,12/11/2005
4200,30,11/27/2007
4201,3,3/8/2008
4202,14,7/18/2008
4203,10,11/15/2005
4204,36,10/16/2007
4205,36,3/5/2009
4206,31,5/23/2005
4207,37,9/10/2011
4208,14,12/31/2010
4209,35,6/16/2010
4210,39,5/13/2005
4211,25,8/28/2011
4212,10,8/10/2009
4213,21,7/19/2010
4214,28,8/7/2007
4215,38,2/18/2005
4216,17,10/26/2010
4217,16,7/15/2010
4218,25,10/2/2007
4219,17,10/14/2008
4220,4,4/1/2011
4221,21,2/23/2009
4222,10,10/14/2005
4223,31,2/7/2007
4224,12,3/10/2009
4225,2,12/27/2005
4226,19,4/27/2011
4227,6,1/10/2007
4228,11,11/26/2007
4229,17,10/6/2006
4230,11,2/6/2010
4231,1,2/21/2008
4232,20,2/18/2005
4233,25,11/14/2009
4234,10,5/29/2005
4235,16,8/29/2005
4236,21,11/6/2008
4237,1,9/14/2006
4238,14,7/24/2010
4239,35,12/1/2010
4240,36,6/3/2005
4241,14,3/25/2007
4242,20,12/27/2005
4243,7,3/7/2005
4244,34,7/31/2011
4245,8,5/12/2009
4246,5,8/2/2007
4247,11,9/15/2010
4248,23,1/13/2007
4249,30,2/27/2007
4250,27,3/11/2011
4251,27,8/20/2009
4252,11,2/24/2005
4253,37,1/18/2008
4254,18,6/28/2009
4255,23,1/14/2011
4256,39,12/23/2008
4257,36,6/9/2006
4258,28,7/21/2010
4259,10,4/22/2011
4260,14,6/19/2006
4261,39,2/15/2006
4262,10,3/25/2010
4263,33,8/9/2006
4264,25,2/6/2010
4265,19,7/4/2010
4266,10,5/16/2006
4267,7,5/17/2007
4268,20,6/25/2010
4269,23,10/27/2009
4270,2,9/25/2007
4271,17,9/25/2009
4272,36,11/23/2005
4273,22,9/23/2010
4274,23,5/18/2006
4275,30,1/22/2006
4276,30,7/5/2008
4277,27,10/2/2007
4278,2,10/1/2010
4279,14,5/26/2009
4280,18,8/7/2005
4281,28,6/26/2010
4282,1,2/12/2010
4283,29,9/17/2005
4284,26,3/2/2011
4285,18,8/23/2009
4286,12,7/23/2005
4287,25,9/17/2005
4288,14,11/22/2007
4289,39,7/15/2010
4290,35,6/3/2006
4291,28,4/23/2011
4292,39,3/30/2006
4293,5,5/12/2008
4294,21,4/5/2009
4295,24,1/25/2011
4296,24,5/25/2006
4297,30,12/27/2008
4298,30,10/6/2007
4299,5,6/4/2011
4300,13,7/18/2011
4301,32,7/3/2006
4302,21,2/4/2010
4303,9,10/3/2011
4304,14,2/15/2010
4305,5,3/17/2011
4306,38,1/21/2010
4307,4,8/6/2009
4308,31,7/29/2005
4309,1,10/10/2006
4310,17,8/23/2005
4311,10,3/7/2007
4312,28,3/8/2007
4313,17,5/27/2010
4314,38,11/1/2010
4315,15,8/27/2009
4316,35,3/8/2005
4317,10,9/21/2011
4318,39,11/17/2007
4319,10,12/15/2009
4320,10,4/24/2005
4321,35,3/24/2005
4322,37,9/23/2006
4323,9,12/23/2009
4324,39,6/1/2006
4325,18,12/19/2007
4326,33,2/20/2008
4327,24,3/21/2006
4328,8,6/20/2010
4329,23,4/16/2005
4330,28,2/9/2010
4331,21,3/2/2007
4332,15,3/27/2007
4333,10,1/7/2006
4334,29,10/29/2010
4335,29,8/9/2011
4336,14,11/8/2005
4337,28,10/5/2007
4338,32,5/23/2009
4339,6,1/11/2010
4340,28,7/24/2008
4341,10,8/29/2007
4342,15,2/12/2006
4343,17,10/25/2008
4344,27,12/26/2008
4345,13,6/25/2010
4346,31,2/8/2005
4347,22,5/1/2010
4348,23,10/26/2009
4349,31,2/17/2007
4350,32,12/21/2007
4351,32,5/14/2007
4352,26,5/21/2010
4353,29,5/24/2008
4354,2,2/8/2006
4355,26,8/19/2007
4356,8,12/9/2006
4357,34,11/4/2005
4358,10,12/24/2010
4359,16,3/28/2007
4360,18,1/9/2009
4361,38,4/29/2008
4362,36,12/24/2008
4363,33,5/19/2008
4364,9,1/8/2009
4365,26,5/8/2006
4366,22,3/21/2008
4367,22,11/17/2006
4368,14,9/10/2009
4369,15,4/15/2009
4370,27,1/21/2007
4371,2,6/11/2008
4372,24,6/10/2008
4373,3,5/2/2007
4374,19,3/9/2010
4375,12,2/14/2009
4376,16,11/11/2007
4377,10,8/20/2009
4378,34,9/25/2008
4379,38,5/26/2009
4380,2,7/22/2009
4381,26,12/8/2010
4382,30,12/31/2010
4383,27,6/19/2007
4384,16,5/9/2008
4385,32,3/24/2006
4386,14,9/22/2006
4387,23,6/25/2007
4388,27,3/28/2010
4389,24,1/25/2006
4390,39,5/26/2010
4391,5,7/31/2011
4392,23,5/30/2010
4393,35,6/21/2008
4394,38,3/7/2008
4395,31,4/24/2011
4396,21,6/13/2009
4397,20,7/20/2011
4398,13,7/26/2011
4399,35,5/27/2011
4400,35,2/13/2006
4401,1,3/6/2008
4402,37,9/2/2006
4403,20,11/24/2006
4404,3,10/11/2006
4405,16,4/3/2007
4406,31,7/21/2011
4407,18,2/2/2011
4408,26,11/10/2009
4409,25,3/6/2011
4410,17,7/1/2007
4411,27,7/3/2005
4412,11,12/10/2005
4413,8,3/23/2009
4414,15,8/21/2010
4415,27,9/14/2007
4416,39,7/9/2010
4417,28,1/11/2011
4418,10,9/5/2011
4419,26,1/15/2008
4420,13,2/18/2009
4421,10,1/11/2011
4422,31,8/15/2009
4423,35,3/16/2008
4424,6,9/3/2006
4425,29,11/10/2010
4426,26,5/12/2009
4427,26,9/14/2008
4428,10,1/11/2007
4429,39,9/6/2010
4430,22,6/25/2010
4431,5,9/16/2009
4432,39,5/25/2008
4433,19,5/30/2007
4434,25,3/17/2010
4435,3,8/30/2006
4436,35,12/11/2009
4437,16,4/22/2009
4438,21,9/12/2010
4439,22,9/22/2008
4440,2,4/14/2010
4441,37,4/9/2009
4442,9,10/24/2007
4443,13,12/12/2006
4444,5,3/10/2006
4445,24,3/1/2005
4446,39,11/26/2005
4447,5,12/26/2006
4448,13,1/28/2011
4449,10,1/4/2007
4450,30,3/3/2007
4451,25,3/22/2011
4452,19,7/24/2011
4453,22,4/21/2006
4454,21,4/20/2007
4455,24,5/2/2007
4456,11,12/17/2006
4457,7,2/9/2007
4458,11,4/30/2006
4459,20,6/30/2011
4460,7,10/8/2010
4461,33,12/6/2005
4462,25,1/7/2011
4463,6,8/20/2007
4464,13,8/23/2011
4465,10,10/19/2009
4466,9,9/9/2006
4467,8,9/4/2011
4468,26,5/25/2008
4469,29,7/29/2008
4470,29,8/28/2009
4471,27,5/17/2008
4472,26,4/22/2006
4473,38,6/13/2006
4474,1,1/25/2011
4475,31,9/15/2006
4476,23,4/29/2009
4477,39,6/6/2006
4478,35,9/21/2011
4479,35,10/4/2007
4480,10,4/25/2011
4481,26,12/14/2008
4482,21,7/15/2007
4483,28,7/22/2008
4484,8,4/4/2006
4485,2,11/25/2006
4486,13,8/12/2008
4487,19,6/2/2011
4488,9,10/27/2006
4489,24,8/26/2009
4490,39,1/1/2010
4491,15,9/15/2006
4492,17,8/17/2005
4493,24,5/4/2007
4494,21,9/15/2007
4495,29,10/25/2007
4496,34,5/22/2011
4497,29,6/2/2008
4498,37,7/8/2007
4499,20,5/2/2006
4500,18,11/28/2007
4501,27,7/29/2009
4502,8,11/30/2006
4503,4,7/20/2005
4504,26,10/19/2010
4505,8,12/21/2006
4506,35,5/26/2009
4507,9,6/26/2005
4508,8,4/3/2010
4509,30,8/30/2006
4510,4,5/9/2011
4511,17,4/8/2011
4512,17,2/18/2008
4513,24,7/19/2008
4514,6,5/13/2007
4515,24,7/7/2007
4516,26,4/24/2008
4517,19,5/7/2010
4518,4,2/23/2010
4519,34,4/19/2009
4520,3,5/15/2008
4521,3,8/28/2011
4522,9,10/2/2006
4523,20,10/6/2009
4524,26,6/28/2007
4525,29,7/8/2005
4526,10,7/22/2007
4527,21,10/6/2005
4528,19,5/13/2005
4529,8,5/26/2009
4530,2,1/5/2008
4531,36,1/4/2010
4532,34,3/30/2010
4533,9,9/10/2009
4534,1,8/13/2010
4535,20,2/22/2005
4536,17,5/5/2011
4537,35,2/14/2011
4538,29,3/6/2006
4539,25,2/25/2010
4540,26,9/8/2009
4541,32,11/4/2008
4542,3,9/28/2006
4543,3,8/24/2008
4544,17,11/19/2007
4545,9,2/21/2008
4546,26,7/11/2006
4547,3,4/3/2006
4548,28,11/26/2009
4549,30,4/16/2010
4550,37,10/3/2006
4551,31,4/7/2008
4552,32,5/24/2005
4553,7,4/22/2005
4554,11,6/25/2007
4555,18,1/10/2009
4556,35,11/19/2006
4557,21,3/11/2009
4558,39,7/2/2008
4559,15,7/11/2006
4560,28,2/27/2006
4561,1,7/3/2011
4562,11,4/9/2010
4563,22,1/24/2005
4564,10,6/19/2006
4565,11,1/31/2005
4566,3,8/27/2008
4567,27,8/13/2009
4568,6,5/1/2007
4569,31,1/31/2006
4570,12,2/1/2006
4571,31,3/7/2005
4572,24,3/16/2009
4573,15,11/14/2009
4574,34,4/6/2011
4575,2,3/18/2006
4576,23,6/7/2009
4577,21,4/9/2008
4578,5,11/2/2009
4579,12,2/28/2009
4580,11,3/29/2011
4581,2,7/3/2007
4582,3,5/8/2006
4583,3,4/21/2011
4584,8,10/29/2006
4585,14,7/22/2009
4586,21,2/7/2010
4587,4,7/11/2008
4588,34,3/16/2008
4589,20,11/18/2010
4590,18,5/5/2010
4591,22,3/9/2011
4592,20,8/19/2006
4593,28,4/5/2010
4594,5,1/19/2006
4595,29,10/28/2005
4596,39,1/22/2006
4597,8,4/24/2008
4598,17,3/19/2005
4599,6,5/20/2005
4600,38,1/13/2006
4601,28,10/26/2007
4602,36,2/10/2011
4603,23,8/25/2006
4604,4,10/31/2006
4605,31,4/18/2009
4606,24,4/12/2007
4607,27,8/2/2010
4608,12,5/1/2009
4609,28,8/25/2009
4610,38,1/14/2007
4611,22,3/21/2007
4612,30,2/24/2009
4613,1,5/1/2009
4614,24,12/6/2009
4615,37,6/1/2005
4616,14,4/6/2005
4617,5,5/22/2010
4618,1,8/12/2007
4619,9,7/31/2010
4620,24,4/1/2009
4621,19,10/29/2006
4622,30,2/1/2010
4623,5,10/31/2007
4624,7,5/19/2011
4625,35,11/26/2005
4626,34,12/25/2005
4627,7,6/23/2006
4628,3,3/21/2009
4629,11,11/12/2010
4630,12,5/30/2011
4631,2,12/6/2005
4632,39,11/5/2007
4633,9,5/21/2005
4634,24,4/23/2009
4635,3,1/30/2005
4636,39,12/5/2006
4637,9,6/16/2005
4638,29,10/4/2007
4639,11,7/24/2005
4640,37,5/3/2008
4641,28,11/19/2006
4642,32,5/7/2005
4643,27,2/13/2008
4644,28,7/27/2005
4645,16,10/7/2010
4646,25,8/7/2007
4647,3,1/3/2010
4648,20,11/17/2005
4649,26,10/16/2006
4650,12,8/17/2008
4651,5,9/19/2009
4652,5,9/1/2008
4653,3,11/10/2007
4654,10,5/22/2006
4655,12,4/11/2009
4656,37,12/9/2010
4657,4,12/13/2006
4658,18,6/18/2005
4659,39,8/25/2009
4660,15,10/30/2006
4661,29,3/4/2010
4662,1,12/23/2005
4663,14,2/12/2005
4664,37,1/27/2009
4665,25,6/5/2006
4666,17,2/3/2008
4667,37,6/14/2010
4668,34,9/1/2007
4669,6,6/4/2010
4670,8,2/3/2008
4671,32,9/9/2005
4672,34,8/6/2006
4673,39,11/14/2008
4674,20,1/1/2006
4675,23,9/20/2011
4676,15,7/17/2005
4677,5,9/21/2010
4678,25,2/18/2009
4679,35,4/21/2011
4680,31,10/22/2010
4681,37,4/23/2006
4682,1,5/29/2010
4683,36,5/3/2011
4684,39,8/25/2006
4685,10,4/26/2010
4686,8,8/3/2008
4687,36,9/29/2008
4688,13,1/4/2011
4689,26,11/23/2007
4690,36,6/10/2006
4691,27,8/23/2007
4692,16,5/22/2005
4693,36,2/19/2008
4694,2,7/27/2005
4695,14,11/15/2005
4696,22,5/17/2006
4697,18,10/7/2011
4698,11,6/25/2006
4699,17,10/28/2005
4700,24,5/23/2009
4701,18,6/9/2006
4702,9,10/19/2010
4703,18,2/20/2005
4704,17,6/1/2007
4705,28,8/11/2008
4706,1,4/22/2011
4707,32,8/25/2005
4708,33,5/27/2007
4709,26,10/26/2005
4710,28,2/12/2008
4711,25,9/5/2008
4712,23,10/30/2006
4713,28,12/11/2006
4714,21,12/31/2010
4715,22,1/1/2007
4716,38,4/25/2009
4717,28,7/3/2006
4718,18,7/18/2007
4719,11,7/8/2006
4720,15,3/21/2005
4721,14,8/9/2009
4722,38,3/26/2006
4723,30,7/26/2008
4724,11,8/24/2010
4725,39,9/4/2005
4726,4,1/28/2009
4727,33,7/29/2007
4728,17,3/25/2011
4729,14,7/18/2009
4730,10,4/29/2008
4731,2,1/17/2011
4732,32,1/20/2010
4733,19,9/9/2009
4734,19,9/28/2005
4735,10,5/27/2008
4736,8,4/19/2006
4737,19,4/10/2005
4738,3,1/17/2011
4739,1,6/3/2007
4740,5,3/13/2011
4741,30,7/4/2005
4742,25,1/28/2007
4743,27,9/6/2005
4744,19,10/3/2009
4745,6,1/10/2008
4746,10,2/9/2010
4747,17,4/5/2005
4748,34,10/15/2010
4749,27,4/24/2011
4750,28,7/27/2008
4751,10,8/27/2011
4752,2,12/14/2006
4753,26,10/20/2011
4754,39,7/26/2008
4755,13,5/22/2007
4756,26,3/13/2007
4757,4,7/20/2005
4758,6,8/23/2006
4759,4,8/17/2005
4760,18,10/3/2007
4761,16,8/25/2010
4762,5,9/17/2010
4763,10,5/14/2005
4764,34,8/11/2010
4765,23,5/27/2006
4766,19,10/10/2010
4767,2,5/6/2008
4768,3,5/22/2011
4769,22,10/10/2007
4770,3,3/29/2010
4771,7,4/19/2005
4772,12,4/24/2008
4773,27,1/26/2008
4774,34,6/9/2006
4775,31,3/18/2005
4776,33,7/8/2010
4777,4,9/6/2011
4778,8,5/16/2005
4779,28,9/19/2007
4780,31,8/20/2011
4781,35,3/31/2007
4782,37,4/19/2008
4783,33,10/3/2010
4784,22,9/4/2006
4785,37,11/11/2008
4786,6,5/11/2008
4787,9,12/2/2005
4788,1,4/8/2011
4789,12,1/23/2006
4790,12,4/10/2009
4791,18,4/11/2007
4792,27,4/24/2006
4793,17,10/25/2006
4794,28,10/27/2007
4795,22,8/11/2007
4796,39,5/25/2005
4797,8,4/16/2008
4798,23,7/13/2009
4799,3,12/19/2006
4800,29,11/4/2006
4801,25,12/3/2006
4802,10,2/27/2010
4803,1,6/23/2007
4804,13,9/19/2006
4805,4,6/23/2008
4806,32,9/21/2006
4807,7,10/19/2006
4808,8,3/2/2009
4809,39,7/1/2009
4810,35,2/4/2010
4811,39,1/3/2005
4812,35,10/2/2010
4813,32,2/16/2007
4814,32,1/13/2008
4815,18,9/26/2010
4816,30,9/14/2009
4817,38,6/8/2011
4818,26,5/23/2008
4819,30,5/15/2010
4820,11,12/14/2005
4821,37,1/26/2008
4822,8,7/4/2009
4823,37,1/3/2007
4824,14,7/16/2005
4825,36,5/26/2011
4826,20,6/18/2006
4827,14,7/20/2010
4828,4,8/30/2009
4829,3,7/13/2010
4830,16,3/4/2007
4831,32,4/13/2007
4832,28,9/18/2008
4833,25,1/22/2009
4834,33,11/22/2008
4835,2,11/3/2009
4836,29,2/18/2007
4837,25,9/24/2011
4838,9,11/17/2008
4839,37,12/4/2005
4840,25,8/16/2007
4841,4,11/30/2009
4842,36,11/3/2007
4843,20,2/2/2008
4844,36,10/22/2005
4845,29,3/15/2006
4846,37,10/18/2011
4847,26,10/4/2006
4848,28,8/12/2010
4849,23,8/11/2010
4850,17,3/2/2010
4851,38,7/17/2008
4852,21,3/18/2009
4853,25,11/7/2006
4854,36,9/19/2009
4855,35,2/28/2009
4856,21,11/26/2005
4857,16,10/13/2011
4858,9,5/6/2007
4859,24,10/19/2005
4860,19,8/2/2011
4861,25,7/15/2007
4862,16,2/17/2008
4863,8,10/16/2008
4864,11,9/25/2011
4865,10,9/13/2006
4866,9,5/12/2010
4867,1,1/20/2008
4868,34,7/16/2005
4869,18,1/3/2006
4870,37,4/14/2005
4871,20,3/3/2010
4872,22,9/20/2007
4873,34,3/5/2007
4874,39,8/1/2011
4875,19,12/9/2009
4876,24,5/12/2005
4877,37,12/13/2008
4878,6,4/20/2009
4879,13,5/10/2009
4880,21,8/23/2006
4881,22,10/25/2010
4882,11,9/1/2010
4883,3,4/10/2008
4884,7,2/27/2008
4885,8,7/12/2006
4886,37,6/30/2009
4887,28,8/4/2008
4888,23,6/10/2006
4889,7,3/11/2010
4890,13,9/7/2007
4891,2,3/6/2009
4892,31,8/3/2009
4893,28,7/24/2008
4894,10,4/1/2010
4895,3,1/23/2010
4896,38,6/26/2008
4897,18,3/25/2008
4898,3,5/15/2011
4899,33,1/10/2006
4900,36,2/1/2010
4901,39,3/27/2006
4902,13,4/10/2011
4903,18,8/6/2009
4904,34,8/30/2011
4905,12,8/14/2006
4906,36,2/6/2005
4907,18,9/9/2005
4908,10,12/6/2008
4909,3,10/20/2008
4910,30,9/16/2006
4911,30,6/19/2010
4912,24,12/14/2008
4913,2,1/30/2006
4914,32,3/29/2011
4915,31,3/24/2005
4916,9,6/23/2005
4917,30,1/14/2011
4918,20,3/7/2007
4919,32,10/26/2006
4920,36,7/16/2011
4921,32,9/6/2011
4922,34,4/23/2008
4923,27,3/13/2010
4924,20,9/25/2010
4925,4,1/25/2005
4926,30,11/2/2010
4927,19,1/23/2008
4928,22,3/19/2008
4929,32,9/21/2011
4930,12,6/25/2009
4931,18,11/18/2005
4932,32,2/6/2007
4933,24,8/31/2006
4934,36,10/5/2008
4935,26,8/16/2009
4936,36,11/6/2010
4937,32,1/7/2006
4938,5,12/7/2005
4939,6,9/29/2009
4940,34,10/15/2011
4941,34,5/29/2009
4942,36,11/7/2007
4943,19,10/11/2007
4944,36,7/18/2008
4945,29,5/28/2009
4946,11,6/13/2011
4947,5,11/12/2007
4948,19,6/6/2009
4949,30,6/6/2006
4950,37,11/9/2010
4951,15,10/4/2011
4952,22,1/2/2005
4953,31,7/7/2006
4954,3,8/30/2010
4955,3,10/6/2007
4956,34,8/14/2009
4957,32,10/12/2009
4958,21,3/20/2010
4959,16,10/27/2005
4960,24,7/31/2011
4961,32,6/18/2005
4962,34,6/4/2009
4963,16,6/17/2007
4964,16,5/30/2009
4965,30,11/22/2005
4966,3,9/3/2005
4967,12,3/10/2008
4968,23,4/6/2009
4969,7,11/12/2008
4970,18,12/12/2007
4971,18,10/28/2011
4972,2,8/25/2010
4973,14,12/2/2008
4974,36,9/5/2008
4975,37,6/1/2011
4976,3,9/6/2008
4977,8,2/13/2010
4978,3,11/5/2009
4979,21,6/30/2007
4980,37,4/27/2005
4981,39,4/18/2008
4982,36,9/13/2010
4983,19,4/9/2009
4984,30,11/26/2007
4985,38,12/17/2010
4986,21,4/7/2007
4987,25,7/5/2005
4988,30,7/13/2006
4989,3,6/16/2008
4990,2,7/14/2007
4991,15,4/15/2007
4992,35,4/21/2006
4993,35,4/28/2006
4994,31,1/3/2009
4995,12,12/4/2005
4996,26,5/23/2007
4997,33,7/17/2007
4998,24,5/11/2011
4999,9,10/25/2009
5000,1,9/4/2009
5001,2,1/26/2008
5002,26,12/24/2006
5003,2,9/25/2005
5004,16,4/19/2010
5005,23,3/4/2011
5006,38,4/6/2005
5007,18,10/18/2008
5008,30,11/30/2006
5009,2,2/13/2006
5010,39,3/17/2011
5011,28,11/2/2010
5012,2,9/26/2009
5013,35,8/24/2008
5014,7,10/15/2005
5015,32,1/28/2007
5016,33,9/30/2011
5017,28,10/20/2006
5018,17,5/24/2007
5019,24,1/28/2005
5020,31,8/19/2005
5021,19,4/27/2010
5022,39,5/12/2007
5023,26,1/27/2008
5024,14,9/17/2011
5025,30,3/31/2011
5026,37,2/4/2006
5027,1,8/7/2011
5028,24,3/26/2010
5029,21,7/4/2005
5030,9,12/28/2009
5031,24,7/2/2005
5032,23,11/27/2005
5033,35,3/6/2010
5034,25,3/17/2009
5035,38,1/28/2010
5036,18,8/27/2008
5037,24,9/29/2007
5038,17,5/1/2010
5039,9,1/5/2007
5040,26,4/4/2007
5041,16,9/15/2009
5042,36,7/4/2007
5043,27,4/28/2005
5044,12,5/11/2009
5045,4,5/5/2006
5046,19,1/27/2007
5047,5,10/23/2007
5048,31,3/9/2009
5049,35,9/23/2011
5050,29,8/17/2010
5051,23,7/8/2011
5052,15,11/11/2006
5053,28,6/23/2008
5054,9,12/6/2007
5055,28,11/9/2007
5056,19,8/20/2008
5057,7,4/26/2006
5058,28,8/20/2006
5059,3,10/1/2007
5060,28,9/3/2010
5061,37,4/28/2010
5062,27,12/27/2009
5063,11,9/4/2006
5064,32,2/19/2010
5065,13,6/19/2007
5066,10,12/27/2008
5067,11,12/5/2007
5068,37,7/24/2010
5069,26,1/5/2011
5070,20,8/15/2007
5071,23,8/4/2006
5072,3,9/18/2008
5073,16,4/1/2010
5074,10,1/30/2006
5075,14,12/12/2008
5076,19,10/19/2009
5077,29,3/28/2007
5078,19,7/4/2010
5079,11,7/9/2010
5080,25,5/19/2009
5081,9,9/16/2005
5082,34,2/15/2005
5083,39,3/28/2010
5084,37,8/28/2007
5085,3,7/3/2007
5086,28,1/27/2008
5087,16,8/31/2011
5088,10,9/1/2008
5089,17,12/30/2005
5090,19,4/13/2008
5091,37,5/13/2009
5092,14,8/4/2006
5093,6,4/1/2007
5094,9,1/12/2010
5095,7,6/20/2011
5096,19,11/18/2006
5097,19,11/8/2010
5098,17,3/16/2006
5099,16,6/9/2008
5100,5,3/4/2005
5101,36,11/20/2006
5102,38,2/3/2007
5103,8,3/23/2011
5104,13,3/6/2011
5105,9,9/27/2007
5106,21,2/20/2007
5107,32,4/2/2008
5108,37,6/13/2009
5109,1,8/23/2009
5110,4,5/22/2005
5111,22,11/23/2007
5112,9,9/5/2007
5113,37,1/24/2006
5114,21,10/19/2009
